tick,Average Return,Volatility,Beta,CAPM,Sharpe Ratio,Average Volume,PE Ratio,EPS
FT,0.051065384,0.012145748,0.549005049,0.082326008,3.279008251,52711,,-0.5
FTI,0.209073026,0.037123347,1.320587485,0.13829826,2.580539415,4332376,,-0.05
FTK,0.252330582,0.064078528,1.429816565,0.146221973,1.618669712,99687,,-2.94
FUL,0.141492655,0.021898156,1.121617549,0.123864552,3.715589176,267715,26.36,2.66
FUN,0.083759816,0.031261793,1.142124264,0.125352153,2.650268753,1233415,8.43,4.54
G,0.095579653,0.018838726,0.979431703,0.113550085,3.771490885,735458,15.77,2.18
GAB,0.064378722,0.017418803,0.893319218,0.1073033,3.720307338,513320,4.54,1.11
GAM,0.09492202,0.013640832,0.880154684,0.106348316,4.680676237,36710,4.31,9.93
GAMB,0.493941824,0.049016349,0.686853003,0.092325796,1.01651381,100521,113.33,0.12
GB,0.01608398,0.033025468,0.315033993,0.065353244,0.691988511,27699,,0
GBAB,0.005156534,0.01127566,0.284709178,0.063153417,1.831681398,79824,,-0.83
GBX,0.092068161,0.032865607,1.21803918,0.130859185,2.688500013,339566,19.83,1.89
GCI,0.081419319,0.060880933,1.493015882,0.150806587,1.778990267,1593069,,-0.18
GCO,0.170037493,0.045785741,1.493960804,0.150875134,2.367006245,100159,80.76,0.37
GCV,0.023139631,0.016625274,0.652260779,0.089816401,2.84605246,41467,,-1.67
GD,0.113059815,0.016153376,0.791438833,0.099912677,3.554221496,1004231,20.3,11.98
GDL,0.020699444,0.010532956,0.316765542,0.065478854,2.181615015,5627,17.56,0.45
GDO,0.004987436,0.010457525,0.293139517,0.063764972,2.033461287,36457,,-0.44
GDOT,-0.2010959,0.03660579,1.356963666,0.140937066,2.689111946,513729,13.26,0.92
GDV,0.064525823,0.017297381,1.039711562,0.117922916,4.360366101,171060,6.1,3.2
GE,0.223246447,0.026755887,1.153734345,0.126194374,3.128073208,5529630,11.33,9.61
GEF,0.165438663,0.025642602,1.049987513,0.118668355,2.970383253,79879,9.94,6.66
GEL,0.136131396,0.041160704,1.319945823,0.138251712,2.326289467,308017,395,0.03
GEO,0.00940214,0.033837511,0.876519736,0.106084629,1.879116631,2161134,9.72,0.93
GES,0.320715658,0.054267699,1.645160714,0.161843501,2.199162729,1002790,10.77,2.18
GF,0.018656723,0.014982809,0.759989956,0.097631308,3.679637637,8384,6.83,1.16
GFF,0.382232698,0.032995931,1.3690528,0.141814038,3.009887458,295029,,-7.37
GFI,0.489745898,0.037124527,0.318452844,0.065601255,0.622263953,6840999,19.15,0.73
GGB,0.175806003,0.031734599,1.277717452,0.135188375,2.92073563,6857903,4.49,1.04
GGE,0.550169801,0.08469257,0.510841735,0.079557559,0.437553842,17704,,-4.67
GGG,0.167548578,0.017667242,0.979317076,0.113541769,4.021101197,561590,25.43,3.03
GGT,0.027107464,0.023178344,1.01355346,0.116025351,3.17215723,170634,40.08,0.12
GGZ,0.045076379,0.016208252,0.853335329,0.104402782,3.819213956,10292,6.01,1.75
GHC,0.053661168,0.020434437,0.777289157,0.098886229,2.759372715,21930,18.61,33.46
GHI,0.052391795,0.022140931,0.560223474,0.083139817,1.83550621,34801,7.17,2.33
GHL,0.197650837,0.050183385,1.11550132,0.123420868,1.61250317,307825,18.35,0.81
GHM,0.051773673,0.029874548,0.726167341,0.095177743,1.763298379,32863,77.23,0.22
GHY,0.031056709,0.011965058,0.58137717,0.084674352,3.524792785,392227,12.76,0.85
GIB,0.128367075,0.015186738,0.783050104,0.099304141,3.740378101,130013,21.18,4.77
GIL,0.095731968,0.025330329,1.042073983,0.118094291,2.98433902,946211,12.22,2.72
GIM,-0.026534581,0.012847205,0.437922506,0.074267842,2.472743338,162067,22.5,0.18
GIS,0.135755236,0.014296786,0.333438222,0.066688327,1.691871657,3164803,16.03,4.1
GJH,0.032476561,0.014764299,0.124973569,0.051565852,0.614038757,3,,
GJO,0.04230865,0.007594555,0.106517361,0.050226999,1.017439242,1033,,
GJP,0.052040698,0.009780875,0.036414329,0.045141574,0.270075401,400,,
GJR,0.033420492,0.009764265,0.005728339,0.042915546,0.042557838,100,,
GJS,0.030095001,0.008160895,0.069302582,0.047527358,0.616030288,4,,
GJT,0.022712011,0.008274412,0.064073816,0.047148053,0.561738099,2001,,
GLOB,0.371066742,0.031948257,1.47272845,0.149334893,3.343997528,315255,53.72,3.45
GLP,0.261947362,0.027202819,0.773050863,0.098578774,2.061506002,178148,5.22,6.4
GLT,-0.303102239,0.036269708,1.199430401,0.129509264,2.398951326,329740,,-2.97
GLW,0.037796911,0.021208133,1.176439922,0.127841485,4.023997938,3887108,41.07,0.68
GM,0.054982804,0.026465278,1.265352746,0.134291413,3.468371353,15704891,4.18,7.12
GME,1.228951139,0.09244028,1.126778308,0.124238925,0.884234932,2832183,,-0.32
GMED,0.030087368,0.022329694,0.875100128,0.105981648,2.84292507,1136771,23.5,2
GNE,0.39730851,0.029979447,0.604947532,0.086384197,1.463809432,191514,9.39,2.16
GNRC,0.264421296,0.032735685,1.410754532,0.144839172,3.126226667,2105215,41.47,2.53
GNT,0.074917352,0.0184256,0.667535965,0.090924496,2.628109553,95227,5.03,0.95
GNW,0.218365506,0.034343414,1.10919923,0.122963701,2.342915056,2536402,6.6,0.94
GOF,0.027792176,0.015112296,0.494495946,0.078371801,2.373683039,866996,67.7,0.2
GOL,0.124074793,0.053318514,1.906845183,0.180826656,2.594345667,1381428,27.46,0.13
GPC,0.126365344,0.019452598,0.954925121,0.111772325,3.561083482,842400,15.13,8.86
GPI,0.453159084,0.033292207,1.248853373,0.133094513,2.721192739,111161,6.02,45.7
GPK,0.188330988,0.018323031,0.804670085,0.100872501,3.185744716,2139926,9.99,2.21
GPN,0.074823553,0.023864694,1.28852276,0.135972216,3.916757355,1612867,34.68,3.28
GPRK,0.035202838,0.033126751,1.007768075,0.115605666,2.20684686,132277,3.18,3.16
GPS,0.07025549,0.038853268,1.492574874,0.150774595,2.786756447,6765981,48.41,0.29
GRAM,-0.952021144,0.061805107,0.339823192,0.067151506,0.398858724,20934,,
GRX,0.012996271,0.013052671,0.743002529,0.096399003,4.129346604,68711,32.08,0.26
GS,0.132762168,0.020903597,1.148431146,0.125809668,3.985422535,3667327,15.8,20.74
GSD,0.060836236,0.003315996,-0.004593346,0.042166789,-0.10048601,351,,-0.05
GSK,0.031125807,0.014464959,0.527911028,0.080795803,2.647487862,3933719,9.54,3.61
GSK,0.031125807,0.014464959,0.527911028,0.080795803,2.647487862,3933719,9.54,3.61
GSL,0.387881604,0.036808677,1.076022973,0.120557023,2.120614748,369768,2.13,8.46
GTN,-0.024451847,0.034704055,1.403846386,0.14433804,2.934470921,1346305,3.36,2.31
GTY,0.097486307,0.021237609,0.989349165,0.114269519,3.379359639,192995,19.87,1.42
GUT,0.091974801,0.018522985,0.580110899,0.084582494,2.271906646,161396,,-0.08
GVA,0.124916377,0.031489067,1.026458159,0.116961485,2.364677417,429627,85.06,0.54
GWRE,0.068889173,0.022713294,0.981413061,0.113693817,3.134455829,565669,,-1.36
GWW,0.252097344,0.019030375,0.94221034,0.110849967,3.59162487,363612,21.42,35.85
H,0.160584185,0.02611013,1.072650451,0.120312373,2.980160276,852197,23.52,4.45
HAE,0.057293257,0.02751881,0.841271274,0.10352763,2.217669657,395948,33.24,2.66
HAL,0.207389256,0.035836737,1.449366866,0.147640193,2.933866247,4533189,13.85,2.91
HASI,0.113075985,0.031235668,1.250223808,0.133193927,2.903537268,3559385,39.56,0.55
HBI,-0.109955583,0.031934487,1.096899934,0.122071483,2.491710047,5546223,,-1.12
HBM,0.189372798,0.039318831,1.484298627,0.150174219,2.738489803,2269116,,-0.14
HCA,0.185807017,0.024401251,1.056317399,0.119127539,3.140311875,1225649,11.41,20.24
HCC,0.317961529,0.035440759,0.925609495,0.109645706,1.89458994,496651,5.54,8.91
HCI,0.186641629,0.028508634,0.70031974,0.093302702,1.78201108,47228,,-2.51
HCP,-0.433432418,0.052598118,2.123629992,0.196552693,2.928863182,2872411,,-1.26
HD,0.153927616,0.01815328,1.007986238,0.115621492,4.028004482,3014652,18.45,16.02
HDB,0.108581499,0.021363579,0.836170762,0.103157628,2.839300888,1649972,18.15,3.19
HE,-0.084107768,0.027369533,0.643930941,0.089212137,1.706720301,2927833,6.63,2.09
HEI,0.18911638,0.021779372,1.021716523,0.116617517,3.403106283,241169,56.45,2.87
HEP,0.108887461,0.029124679,0.661283152,0.090470904,1.647087801,614675,12.49,1.72
HEQ,0.005836616,0.015106304,0.689298398,0.09250319,3.310087667,26217,13.07,0.74
HES,0.329279531,0.032169716,1.244070157,0.132747528,2.805356681,5674776,30.73,4.76
HHS,0.30888064,0.046775773,0.712332712,0.094174149,1.104720367,13335,1.82,3.81
HI,0.051984389,0.024971322,1.134841726,0.124823862,3.296736224,225978,13.05,3.1
HIE,0.08543231,0.020070087,1.037632504,0.117772096,3.750461804,36296,45.82,0.22
HIG,0.179503643,0.022851095,0.96844127,0.112752815,3.074374071,1391129,10.2,7.27
HII,0.065823994,0.018772307,0.738197757,0.096050455,2.8526305,334168,18,13
HIO,0.030116745,0.012755937,0.521589937,0.080337257,2.966246691,251805,,-0.32
HIVE,0.804576986,0.075466186,1.931106207,0.182586603,1.856283053,998398,,-1.63
HIW,-0.06350392,0.022594588,1.07388907,0.120402226,3.447826733,1019046,15.52,1.29
HIX,0.02005469,0.014440133,0.621902553,0.08761415,3.124219861,225331,,-0.48
HL,0.329142622,0.043172877,1.062743302,0.119593688,1.785697227,7507841,,-0.08
HLF,-0.155403077,0.029966632,0.881182724,0.106422892,2.133135713,3486298,5.82,2.28
HLT,0.211117088,0.021731973,0.987792749,0.114156613,3.297289853,1403191,31.74,4.94
HLX,0.354936756,0.049494965,1.552615102,0.155130043,2.275585886,1718029,78.38,0.13
HMC,0.07528574,0.016577105,0.764543143,0.097961606,3.345674923,1124758,9.39,3.43
HMN,0.019016479,0.019799066,0.804990149,0.100895719,2.949417841,233775,,-0.59
HMY,0.385066103,0.040080523,0.488373629,0.077927675,0.883912474,6367154,11.76,0.42
HNI,0.104093003,0.025880312,1.119213944,0.12369019,3.137141031,249915,38.55,1
HOG,0.069272729,0.031164636,1.382306859,0.142775516,3.217605896,1378023,5.87,4.93
HON,0.099011147,0.017209879,0.96850046,0.112757109,4.082370872,2664915,23.42,8.07
HOV,0.561901469,0.05708111,1.978231209,0.186005152,2.5140568,102883,3.99,21.2
HP,0.143820768,0.038348029,1.464248189,0.148719717,2.769887264,1393021,10.88,3.8
HPF,0.022595362,0.01826268,0.77645505,0.098825721,3.08419799,43869,,-1.16
HPI,0.026098709,0.020370815,0.853474935,0.10441291,3.039294648,49570,,-1.2
HPP,-0.237069495,0.028752906,1.222582483,0.131188766,3.084514909,4805552,,-0.75
HPQ,0.113574471,0.024390709,1.172441574,0.127551436,3.487042406,4643341,11.77,2.33
HPS,0.025679651,0.017701001,0.787608381,0.099634808,3.227772669,98117,,-0.97
HQH,0.02492119,0.014507475,0.796168594,0.100255784,3.981105078,197356,,-0.04
HQL,0.006880132,0.015221838,0.823670457,0.102250829,3.925335961,68405,124,0.1
HR,-0.055149206,0.018574734,0.75139617,0.097007896,2.934518303,5393097,,-0.62
HRB,0.194625979,0.024129155,0.902983244,0.108004349,2.714738614,1043653,11.99,3.56
HRL,-0.018356376,0.01434207,0.355195043,0.068266613,1.796575575,2213277,20.54,1.6
HRTG,-0.005178756,0.037293375,0.843084596,0.103659172,1.639947343,732999,,-0.55
HSBC,0.044143836,0.018191871,0.697348904,0.093087191,2.780758029,2238124,5.43,6.9
HST,0.065111232,0.026204475,1.135954075,0.124904555,3.144674876,6582484,15.96,1.05
HSY,0.156395109,0.014417109,0.549745916,0.082379753,2.766140696,977293,20.24,9.29
HT,0.1752283,0.04682364,1.637038365,0.161254288,2.536203703,373283,3.19,3.11
HTD,0.043065673,0.018104109,0.894210977,0.10736799,3.583053381,133260,,-1.29
HTGC,0.150419677,0.021267015,0.872081036,0.105762636,2.974683423,1447597,7.05,2.25
HTH,0.164817682,0.02534854,1.014165046,0.116069716,2.902325608,390009,18.21,1.64
HTY,-0.012471895,0.01410463,0.711933694,0.094145203,3.66157803,33362,71.5,0.06
HTZ,-0.272780849,0.038740765,1.111957826,0.123163815,2.082143073,3755840,3.44,2.71
HUBS,0.386650256,0.035366448,1.563564739,0.155924353,3.207117434,1310009,,-4.13
HUM,0.14095561,0.021488168,0.819576655,0.101953855,2.766818221,1436662,19.74,24.17
HUN,0.102817539,0.025211103,1.146906171,0.125699043,3.30009529,3647579,,-0.02
HUSIF,0.513222842,0.061267728,0.144805042,0.05300447,0.171451918,200,11.1,0.01
HVT,0.202736436,0.026811851,0.867833214,0.10545449,2.348009876,108592,6.81,4.31
HXL,0.12301189,0.028366934,1.207252693,0.13007671,3.087281449,583348,33.64,1.89
HY,0.053124079,0.031568183,1.283054516,0.135575537,2.94839708,37977,6.96,6.28
HYB,0.0164473,0.011893422,0.561301823,0.083218043,3.423576641,31010,8.56,0.79
HYI,0.020301136,0.010421344,0.390109768,0.070799403,2.715523291,81853,,-0.33
HYT,0.053567782,0.013436146,0.635125175,0.088573348,3.429059798,717402,8.89,1
HZO,0.180018047,0.035311803,1.180649941,0.128146889,2.425446513,488701,6.19,4.87
IAE,-0.001209035,0.013825521,0.606589172,0.086503285,3.182757834,12460,,-0.79
IAG,0.10708229,0.038213108,0.456173022,0.075591773,0.86597964,8568870,26,0.1
IBM,0.121278367,0.016812908,0.817428268,0.101798007,3.526933339,3507856,19.08,7.75
IBN,0.240587987,0.022842051,0.903616989,0.108050322,2.869721407,4933587,16.92,1.35
IBP,0.384096704,0.033439877,1.505809472,0.151734662,3.266598791,319313,14.8,8.45
ICD,-0.006241714,0.082109418,1.103387416,0.122542099,0.974822395,27357,,-0.49
ICE,0.101418172,0.015878992,0.811664943,0.101379923,3.708039032,3067278,25.04,4.31
ICL,0.085593048,0.023661919,0.803244048,0.100769053,2.462566712,801458,4.62,1.08
IDA,0.05916003,0.016224711,0.668499008,0.090994358,2.988919599,265804,18.69,5.39
IDE,0.025225883,0.015374474,0.814515415,0.101586702,3.843169089,33111,,-0.34
IDT,0.473833971,0.0394755,1.206922802,0.130052779,2.217901698,79748,18.31,1.58
IEX,0.116427142,0.01665566,0.881729699,0.106462571,3.840290418,446636,24.01,8.13
IFF,-0.071961836,0.021881842,0.910829699,0.108573548,3.019560654,2544809,,-8.63
IFN,0.058907204,0.013458324,0.592742996,0.085498853,3.194963413,79229,8.55,1.96
IGA,0.032193145,0.012352535,0.712660493,0.094197927,4.185207832,72550,25.5,0.32
IGD,0.024486874,0.012353755,0.707895827,0.093852288,4.156816126,229183,54.22,0.09
IGI,0.012347991,0.011418855,0.27610891,0.062529535,1.75407565,44964,,-0.51
IGR,0.015287563,0.01836729,0.896061721,0.107502247,3.539022246,803457,,-0.51
IGT,0.32161594,0.041044009,1.66025514,0.162938483,2.93437426,1798424,56.4,0.5
IHD,-0.012860592,0.014025401,0.642098254,0.08907919,3.321059429,60848,,-0.86
IHG,0.134510115,0.023228211,1.142190841,0.125356983,3.567084181,331870,20.56,3.53
IHS,-0.404123898,0.034457506,0.80101917,0.100607655,1.68635695,226792,,-4.61
IIF,0.067607642,0.015183994,0.642955834,0.089141401,3.071747893,55637,6.49,3.36
IIM,-0.01159391,0.009843796,0.275561373,0.062489815,2.030701895,180322,,-1.87
IMAX,0.128301667,0.03462192,0.917930661,0.109088667,1.923309462,812479,41.4,0.45
INFY,0.177288081,0.019285262,0.849821627,0.104147891,3.196632267,8191088,22.85,0.73
ING,0.108113192,0.026279053,1.157465711,0.126465055,3.195132458,6125274,7.71,1.72
INGR,0.039120451,0.017987955,0.746830383,0.096676684,3.011831198,274211,11.19,8.57
INN,0.046387709,0.034245341,1.299481132,0.136767159,2.752700236,1880711,,-0.22
IP,0.038094924,0.020986233,1.000040578,0.115045097,3.45679453,2060375,15.87,2.18
IPG,0.141871635,0.022985467,1.134155133,0.124774056,3.579394559,2621022,12.45,2.39
IPI,0.153513588,0.04760554,1.414934275,0.145142379,2.156101572,71631,10.5,2
IQI,-0.015571411,0.009500574,0.271229547,0.062175575,2.07098804,214192,,-1.66
IR,0.274806173,0.022855119,1.104259224,0.122605342,3.504919091,3099867,35.52,1.84
IRM,0.225633478,0.020299793,0.856396934,0.104624878,3.060369963,2275398,47.87,1.29
IRS,0.005489687,0.038117634,0.783574732,0.099342198,1.491231032,87241,2.44,2.54
ISD,0.038251643,0.011332568,0.557855779,0.082968059,3.570952214,230459,19.21,0.61
IT,0.234695195,0.021671317,1.039310583,0.117893828,3.478968475,1813716,33.48,11.55
ITT,0.185876327,0.022159133,1.252468894,0.133356791,4.100196,561032,19.77,5.12
ITUB,0.071260042,0.026545829,0.957973515,0.111993462,2.617867458,13693388,8.77,0.65
ITW,0.168615286,0.017381094,0.984860356,0.113943891,4.110436894,1097680,22.61,10.31
IVR,-0.298522906,0.048335435,1.19922906,0.129494658,1.799811239,1277383,,-1.16
IVZ,0.048153995,0.029020261,1.523687226,0.153031552,3.808771785,3769228,10.68,1.3
IX,0.084348804,0.01731112,0.731783699,0.095585165,3.066535543,20880,11.46,7.86
JBK,0.03593797,0.015580362,0.06027162,0.046872233,0.28062462,3361,,
JBL,0.399100517,0.024704383,1.306124304,0.13724907,3.835314088,1316561,21.33,6.02
JBT,0.146213989,0.029504947,1.406129985,0.144503697,3.457172721,111224,25.85,4.17
JCE,0.084547371,0.018077048,0.919491266,0.109201876,3.689865537,38589,6.75,1.89
JCI,0.146314882,0.018666184,0.945682264,0.111101828,3.675193044,6241726,17.28,2.98
JEQ,-0.002271148,0.014428816,0.611724503,0.086875813,3.075499218,28019,,-0.07
JFR,0.029489976,0.013396911,0.487943275,0.077896456,2.642135562,710793,,-0.3
JGH,0.015814545,0.012373415,0.555190376,0.082774705,3.254938668,61200,8.21,1.37
JHI,0.024830617,0.011901484,0.499482956,0.078733569,3.044458074,11317,,-0.68
JHS,-0.00390224,0.010302676,0.187647495,0.056112353,1.321244486,23620,,-0.53
JHX,0.233938634,0.026209751,1.230116353,0.131735289,3.404659872,41139,23.58,1.14
JKS,0.542497616,0.050539251,1.42745825,0.146050895,2.04892026,1535694,3.46,9.94
JLL,0.089330955,0.026003576,1.227692466,0.131559455,3.424892618,749847,23.68,6.38
JLS,-0.028755863,0.00952838,0.256310272,0.061093299,1.951359915,9226,,-2.28
JMM,0.001733183,0.010490373,0.337871682,0.067009939,2.336422077,6097,26.65,
JNJ,0.050704208,0.012947328,0.53062522,0.080992696,2.973022333,4913664,28.39,5.33
JNPR,0.041779071,0.018091877,0.848437036,0.10404745,3.401938349,2580216,24.34,1.12
JOE,0.302837245,0.02383607,1.030147219,0.117229097,3.135126564,239406,31.19,1.59
JOF,0.003482574,0.012017607,0.536874954,0.081446065,3.240750341,39365,4.86,1.47
JPC,0.011381283,0.016898175,0.693992954,0.092843743,2.979241507,542600,,-0.51
JPI,0.018927525,0.013585847,0.575245023,0.084229513,3.071542942,41160,,-1.78
JPM,0.123240433,0.020285539,1.093114829,0.121796904,3.909036098,9090279,8.53,16.76
JPS,0.025366352,0.017997004,0.73441321,0.095775916,2.960265762,2919216,,-0.66
JQC,0.030969547,0.014110045,0.52069578,0.080272393,2.676986024,920929,,-0.38
JRI,0.023477369,0.016831764,0.799915916,0.100527623,3.447506875,79293,,-0.02
JWN,-0.069826335,0.042401892,1.50812953,0.151902964,2.580143433,4356790,77.89,0.19
K,0.026639149,0.01448426,0.349462871,0.067850789,1.750230145,2862468,20.82,2.5
KAI,0.252579621,0.02334006,1.06892274,0.120041957,3.32226894,81798,24.96,9.79
KAMN,-0.104516156,0.028206493,1.279382426,0.135309156,3.290347205,127996,,-1.7
KAR,0.046953029,0.031437821,1.166941903,0.127152478,2.69269551,963690,,-1.64
KB,0.056749151,0.020786488,0.883507066,0.106591505,3.083325294,161020,4.78,8.5
KBH,0.3132302,0.033543952,1.374057521,0.142177091,2.971536924,1913232,6.7,7.64
KBR,0.273993546,0.025273301,1.233409395,0.131974173,3.540264606,3604138,,-0.86
KEN.V,2.105078715,0.271032337,0.204428679,0.057329697,0.054715599,1000,,-0.04
KEP,-0.070630378,0.021540734,0.680246874,0.091846573,2.290849182,235864,,-11.82
KEX,0.090108355,0.025401261,1.155455093,0.126319201,3.299804712,277574,23.68,3.3
KEY,0.043974902,0.030462685,1.422747395,0.14570916,3.388051952,17699889,9.26,1.23
KEYS,0.208170559,0.021472874,1.079747272,0.120827192,3.647727411,890802,19.96,6.3
KF,0.019234078,0.017052378,0.762745819,0.097831224,3.244780441,7449,16.26,1.25
KFS,0.315828127,0.028631241,0.264129106,0.061660494,0.669216337,96172,3.08,2.54
KFY,0.084459731,0.024547749,1.212464144,0.13045476,3.583007165,154931,14.11,3.39
KGC,0.258212155,0.030996663,0.468261533,0.0764687,1.095882482,16960989,34.69,0.16
KIM,0.14885892,0.026350725,1.114100185,0.123319226,3.067058941,4346920,26.41,0.71
KIO,0.019559539,0.012999374,0.516602259,0.07997544,2.882865093,168666,,-0.36
KKR,0.26725824,0.024914702,1.388295675,0.143209958,4.042189965,3757856,47.73,1.28
KMB,0.072296252,0.013989784,0.446640161,0.074900239,2.315992871,2481311,22.92,5.21
KMF,0.105915201,0.032603843,1.252414651,0.133352856,2.786568936,112379,,-1.64
KMI,0.088559899,0.020342752,0.901765925,0.107916042,3.215692908,12537909,15.48,1.09
KMPR,-0.042680319,0.023540055,0.948252793,0.111288299,2.922180872,299167,,-6.11
KMT,0.018399459,0.028746227,1.391618161,0.143450978,3.511799263,671578,16.11,1.49
KMX,0.077082077,0.027606229,1.180252357,0.128118047,3.101403201,2506460,23.42,2.86
KN,0.022882271,0.02142011,0.912643012,0.108705089,3.090791249,1403358,,-2.16
KNOP,-0.079979224,0.026988343,0.704413969,0.093599706,1.893399169,57138,,-0.77
KNX,0.139784055,0.021926481,0.853135779,0.104388306,2.822537069,2097621,21.74,2.34
KO,0.076136398,0.013578339,0.635600541,0.088607832,3.395690231,13914278,22.97,2.47
KODK,0.945113494,0.118783982,1.269424697,0.134586801,0.775245952,459494,5.81,0.67
KOF,0.105629094,0.016672929,0.665556246,0.090780883,2.895764998,257805,14.54,5.61
KOP,0.224843331,0.037280264,1.531234271,0.153579031,2.979566687,106527,9.67,3.92
KOS,0.468920163,0.056250274,1.778136304,0.171489836,2.293141488,6053617,16.8,0.45
KR,0.137490129,0.018638212,0.294506845,0.063864161,1.146255899,3130072,20.25,2.24
KRC,-0.083085294,0.022082753,1.022257771,0.11665678,3.358131144,1056304,17.12,1.84
KRG,0.209234921,0.029445443,1.268476701,0.134518031,3.12503466,1466557,130.47,0.17
KRO,-0.019025904,0.026532701,0.996137042,0.114761926,2.723504281,345696,,-0.2
KSM,-0.014480629,0.009790075,0.260337489,0.061385442,1.929039501,43591,,-0.61
KSS,-0.005008778,0.041552732,1.45741053,0.148223698,2.544326013,4156611,,-0.74
KT,0.025323548,0.015250277,0.532301035,0.081114263,2.532036795,557143,7.08,1.8
KTF,-0.015764733,0.008928051,0.247516468,0.060455378,2.011119585,472132,,-0.35
KTH,0.032685524,0.00991273,0.073213673,0.047811078,0.535783552,2440,,
KTN,0.033962012,0.010659807,0.099818498,0.049741049,0.679285141,704,,
KW,0.000857824,0.021746009,1.054521674,0.118997273,3.517761478,1728156,,-0.51
KWR,0.024635953,0.026487484,1.227577847,0.13155114,3.362008322,370518,350.72,0.46
KYN,0.084032856,0.033751649,1.225770588,0.131420038,2.63453908,518821,,-0.73
L,0.113712454,0.020255535,1.073635303,0.120383817,3.845063464,667547,10.01,6.57
LAD,0.329839874,0.029487139,1.174195068,0.127678639,2.888670876,183828,7.08,37.61
LADR,0.13340991,0.041116458,1.319526943,0.138221326,2.328053802,549488,9.42,1.13
LAZ,0.027980941,0.023921029,1.226769895,0.13149253,3.720263503,852499,,-1.12
LC,0.015072214,0.044671191,1.599637394,0.158541141,2.597672863,1888833,12.4,0.48
LDOS,0.155767657,0.018840914,0.800356965,0.100559618,3.081571238,1159342,98.06,1.06
LDP,0.027696361,0.01646297,0.61753769,0.087297514,2.721107737,131351,,
LEA,0.080164273,0.025741486,1.241417921,0.132555129,3.498443354,642736,13.81,9.47
LEE,-0.000726765,0.042808641,0.760498237,0.09766818,1.288715979,5116,,-1.8
LEG,0.009769837,0.024946855,1.190431347,0.128856453,3.461616816,1508654,15.18,1.57
LEJU,0.02943926,0.072758711,0.792263828,0.099972524,0.789905744,14010,,-3.92
LEN,0.291040637,0.027198106,1.193649163,0.129089881,3.183673153,2621210,8.9,13.47
LEO,-0.012919771,0.010657729,0.278376139,0.062694005,1.894775609,376509,,-0.53
LEU,1.026780881,0.05466749,1.167424605,0.127187495,1.549138157,96097,24.95,2.2
LGI,0.067801325,0.015304676,0.873895214,0.105894241,4.142148553,24638,4.89,2.79
LH,0.126544362,0.019777113,0.905369484,0.108177452,3.320881637,628959,21.67,9.7
LII,0.172038021,0.019541479,0.862053883,0.105035245,3.200128542,307448,25.5,15.18
LITB,0.455004176,0.055495952,0.406979873,0.072023196,0.531988289,89939,,-0.51
LL,-0.032188468,0.042716568,1.341830571,0.139839279,2.278724217,269293,,-2.37
LLY,0.394195397,0.019543587,0.639660969,0.088902384,2.37430233,3055226,106.33,5.34
LMT,0.137110521,0.016707239,0.64379357,0.089202172,2.795325457,1353358,16.61,27.3
LNC,-0.014365981,0.036266895,1.875087899,0.178522914,3.750608198,3455130,10.41,2.36
LND,0.188750336,0.030000397,0.510642963,0.07954314,1.234754983,39219,9.31,0.55
LNN,0.120229619,0.023840527,0.9182124,0.109109105,2.793944337,60533,19.6,6.54
LNT,0.077909576,0.015506253,0.620525096,0.087514227,2.90297261,2640442,19.58,2.61
LOW,0.207586118,0.021084921,1.085918239,0.121274847,3.73607497,2754288,18.85,10.34
LPG,0.479228918,0.03224395,0.951560284,0.111528232,2.140811935,1453443,6,6.35
LPL,-0.001329453,0.027292485,1.058711686,0.119301225,2.814006366,107801,,-4.92
LPX,0.306423992,0.029518901,1.441938673,0.147101336,3.543537631,1438313,32.52,1.82
LRE,-0.260280132,0.062147276,-0.045171346,0.039223173,-0.052726796,22234,22,0.25
LRN,0.316931322,0.032328151,0.419566292,0.072936242,0.94147798,1066849,15.43,3.62
LTC,0.038398665,0.021168343,0.893721834,0.107332506,3.062710441,256373,16.89,1.91
LUV,-0.077457607,0.024939257,1.047779737,0.118508198,3.047733103,10807191,29.26,0.81
LVS,0.09483028,0.028579645,1.157081885,0.126437212,2.936957839,3720064,56.14,0.87
LXFR,-0.118426731,0.027309814,0.981035268,0.113666411,2.605891403,345740,23.3,0.37
LXP,0.077408237,0.018597044,0.881465668,0.106443418,3.438364636,2468385,49.65,0.17
LXU,0.422343022,0.053900216,1.197869871,0.12939606,1.61216533,1043773,7.25,1.26
LYB,0.157565331,0.026635581,1.210918139,0.130342609,3.297942353,1498578,13.26,6.99
LYG,0.037183252,0.026389536,1.116935843,0.123524931,3.070343184,6122947,4.48,0.46
LYV,0.187581457,0.029130673,1.231216747,0.131815114,3.066016136,5251091,76.21,1.12
LZB,0.105383502,0.026455224,1.14716271,0.125717653,3.145603816,344627,9.58,3.22
M,0.022626698,0.040973775,1.411204032,0.144871779,2.498470757,10783656,4.8,2.7
MA,0.188112175,0.02043963,1.196939582,0.129328575,4.248050227,2269113,33.63,11.48
MAA,0.104806184,0.017771632,0.840789655,0.103492692,3.432025347,994297,24.85,5
MAC,-0.08685825,0.038510434,1.324242734,0.138563419,2.494477733,1682566,,-1.55
MAIN,0.117358634,0.021677809,0.997804982,0.114882922,3.339033075,578508,9.12,4.46
MAN,0.06585673,0.022829354,1.047291531,0.118472783,3.327855108,175323,16.65,4.4
